valley,site,tomb,unique_ID,period,sex,probable_sex ,dimorphism_index,age_categ,peri-mortem,#_peri,overkill,anterior/posterior ,facial,facial_sector,parietal,parietal_sector,temporal,temporal_sector,occipital,occipital_sector,ante-mortem,#_ante,anterior/posterior ,facial,facial_sector,parietal,parietal_sector,temporal,temporal_sectr,occipital,sum_traumas,trauma,critical_trauma,AMS Subset,valley,site,tomb,unique_ID,mod_cranium,mod_style,C14_RangeBP,Cal_medianBP,C14_RangeAD,main_period,phase
Las Trancas,C. Tribolpata,C1,Cr222,LIP,Female,,7,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr223,LIP,Female,,9,Young Adult,N,0,N,,,,,,,,,,Y,2,AP,X,R,X,R,,,,2,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr224,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr225,LIP,Female,,6,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr226,LIP,Male,,14,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr227,LIP,Female,probable ,10,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr228,LIP,Female,probable ,10,Young Adult,N,0,N,,,,,,,,,,Y,1,A,X,R,,,,,,1,Y,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr229,LIP,Male,,17,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr230,LIP,Male,,13,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C1,Cr231,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr232,LIP,Male,,14,Old Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr233,LIP,Male,,16,Middle Adult,Y,1,Y,A,X,L/R,,,,,,,Y,1,P,,,X,L,,,,2,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr234,LIP,Female,,6,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr235,LIP,Female,,8,Middle Adult,N,0,N,,,,,,,,,,Y,1,P,,,X,R,,,,1,Y,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr236,LIP,Female,,8,Adolescent,NA,,N,,,,,,,,,,NA,,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr237,LIP,Female,,4,Middle Adult,Y,1,N,P,,,X,R,,,,,N,0,,,,,,,,,1,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C2,Cr238,LIP,Ind,,12,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr239,LIP,Female,,8,Young Adult,Y,1,N,A,X,L/R,,,,,,,Y,1,A,X,R,,,,,,2,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr240,LIP,Male,probable ,"12,5",Middle Adult,N,0,N,,,,,,,,,,Y,2,P,,,X,L,,,,2,Y,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr241,LIP,Female,,5,Young Adult,NA,,N,,,,,,,,,,NA,,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr242,LIP,Female,,4,Adolescent,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr243,LIP,Female,,5,Middle Adult,NA,,N,,,,,,,,,,NA,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr244,LIP,Female,,6,Middle Adult,N,0,N,,,,,,,,,,Y,4,P,,,X,R,,,X,4,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr245,LIP,Ind,,NA,Child,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr246,LIP,Female,,4,Young Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr247,LIP,Ind,,11,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr248,LIP,Female,,5,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr249,LIP,Ind,,12,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr250,LIP,Male,,14,Middle Adult,N,0,N,,,,,,,,,,Y,8,P,,,XXXXXXXX,L/R,,,,8,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr251,LIP,Female,,4,Adolescent,N,0,N,,,,,,,,,,Y,1,P,,,XXXXXXXX,L,,,,1,Y,N,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr252,LIP,Male,,15,Old Adult,N,0,N,,,,,,,,,,Y,3,AP,X,L,X,L,,,X,3,Y,Y,,,,,,,,,,,,
Las Trancas,C. Tribolpata,C3,Cr253,LIP,Male,,15,Middle Adult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,N,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,Y,2,,,,,,,,,2,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Male,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,Y,1,,,,,,,,,1,Y,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Female,,,,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
Nasca,,,,aMiddle Horizon ,Ind,,,Subadult,N,0,N,,,,,,,,,,N,0,,,,,,,,,0,N,,,,,,,,,,,,,
